id%&:1745578394595!@#teacherId%&:1745578309190!@#name%&:test!@#examName%&:test!@#courseCode%&:COMP3111!@#duration%&:45!@#examTime%&:45!@#isPublished%&:1!@#isPublishedInt%&:1!@#published%&:true!@#enabled%&:true!@#questionIds%&:[String-~,6046590501267523990]!@#questions%&:6046590501267523990!@#id%&:1745578394595!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
id%&:1!@#name%&:Sample Quiz!@#examName%&:Sample Quiz!@#duration%&:5!@#examTime%&:5 minutes!@#isPublished%&:0!@#isPublishedInt%&:0!@#published%&:false!@#enabled%&:true!@#questionIds%&:[String-~,1]!@#questions%&:1!@#id%&:1!@#isAble%&:true!@#
